,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
4064,0,53,177.0,76.0,12.0,95.0,40.0
13767,0,44,164.0,60.0,19.0,104.0,40.6
1479,1,52,203.0,100.0,4.0,85.0,38.9
9532,0,31,162.0,60.0,12.0,92.0,39.6
8276,1,68,187.0,91.0,16.0,98.0,40.3
2899,0,27,155.0,53.0,22.0,108.0,40.6
5849,1,41,187.0,91.0,25.0,103.0,40.7
7100,0,47,183.0,79.0,1.0,84.0,37.8
6071,0,74,171.0,68.0,14.0,95.0,40.3
9089,1,53,197.0,104.0,28.0,106.0,40.6
7631,1,39,190.0,91.0,19.0,112.0,40.4
9490,0,47,165.0,67.0,6.0,80.0,39.1
10766,1,48,178.0,80.0,6.0,76.0,39.5
3708,0,24,172.0,64.0,30.0,104.0,40.7
9551,0,36,164.0,60.0,17.0,100.0,40.2
13135,0,28,164.0,63.0,18.0,98.0,40.6
9577,0,51,171.0,69.0,23.0,105.0,40.4
5239,1,20,178.0,79.0,10.0,92.0,39.5
9189,0,61,175.0,74.0,4.0,90.0,38.9
491,0,30,162.0,57.0,15.0,88.0,40.3
10094,0,42,157.0,60.0,8.0,94.0,39.8
12634,0,22,155.0,56.0,24.0,109.0,40.8
3776,1,71,186.0,90.0,20.0,105.0,40.4
9603,0,30,164.0,61.0,5.0,79.0,38.8
8890,0,52,159.0,58.0,11.0,86.0,39.7
8509,0,54,170.0,70.0,6.0,84.0,39.2
127,0,43,175.0,72.0,23.0,100.0,40.7
6372,0,61,154.0,57.0,16.0,102.0,40.1
13397,0,31,148.0,47.0,3.0,86.0,38.6
11117,0,63,178.0,76.0,15.0,98.0,39.9
9336,0,66,161.0,63.0,8.0,96.0,40.1
1264,0,68,151.0,58.0,2.0,75.0,38.0
7615,0,38,169.0,66.0,5.0,96.0,39.2
7698,1,57,177.0,79.0,29.0,117.0,40.7
11043,0,23,168.0,63.0,25.0,101.0,40.6
7953,1,26,197.0,101.0,7.0,87.0,39.3
7021,0,51,169.0,69.0,12.0,96.0,40.1
6753,1,26,189.0,84.0,7.0,85.0,39.3
9936,1,41,185.0,85.0,2.0,79.0,38.1
6592,1,37,184.0,86.0,11.0,91.0,39.5
275,0,79,178.0,80.0,25.0,104.0,40.5
7831,0,24,167.0,62.0,4.0,90.0,38.9
14475,1,20,182.0,87.0,28.0,101.0,40.9
10500,0,28,156.0,60.0,25.0,102.0,40.9
1272,1,32,167.0,66.0,5.0,83.0,39.3
8168,0,22,174.0,66.0,11.0,89.0,40.2
9368,1,56,185.0,89.0,21.0,95.0,40.7
3601,1,40,189.0,89.0,11.0,99.0,40.1
10801,0,77,160.0,61.0,9.0,82.0,39.3
1897,0,67,173.0,73.0,1.0,88.0,38.0
11890,0,68,162.0,63.0,9.0,93.0,39.5
14132,1,32,208.0,103.0,25.0,108.0,40.9
5716,0,37,168.0,66.0,19.0,94.0,40.6
7936,1,30,182.0,82.0,11.0,85.0,39.6
6741,1,41,194.0,94.0,17.0,93.0,40.6
4034,0,71,156.0,61.0,26.0,111.0,40.8
14728,1,22,177.0,79.0,16.0,91.0,40.4
11156,0,53,151.0,55.0,28.0,102.0,40.9
4077,0,51,166.0,65.0,25.0,91.0,40.5
10712,0,69,152.0,55.0,14.0,95.0,40.4
5046,0,21,172.0,64.0,15.0,94.0,40.1
7267,1,29,190.0,88.0,10.0,86.0,39.8
2826,0,23,173.0,65.0,15.0,98.0,40.2
715,0,21,140.0,48.0,27.0,106.0,40.6
10531,0,40,156.0,60.0,13.0,95.0,40.4
10109,0,28,160.0,61.0,15.0,95.0,40.2
2973,1,26,178.0,80.0,28.0,105.0,40.6
12742,1,20,163.0,59.0,23.0,113.0,40.7
1118,0,49,156.0,55.0,11.0,96.0,39.8
13992,0,61,161.0,62.0,22.0,99.0,40.8
3804,1,61,185.0,81.0,4.0,81.0,38.9
6290,0,59,156.0,57.0,21.0,102.0,40.6
4526,1,20,200.0,102.0,23.0,101.0,40.7
4342,1,54,199.0,97.0,11.0,96.0,39.9
9349,0,75,161.0,67.0,29.0,105.0,41.1
2316,1,26,187.0,89.0,13.0,89.0,40.1
9466,0,68,164.0,65.0,11.0,97.0,39.7
7859,1,63,183.0,80.0,28.0,111.0,41.2
4292,0,28,189.0,86.0,22.0,104.0,40.7
7748,0,24,156.0,58.0,16.0,105.0,40.4
11578,1,54,203.0,110.0,16.0,94.0,40.2
2458,0,63,171.0,68.0,7.0,84.0,39.8
10626,1,36,190.0,94.0,26.0,109.0,40.6
5405,1,31,184.0,83.0,2.0,83.0,37.9
5623,1,58,182.0,90.0,6.0,84.0,39.6
7677,0,34,162.0,58.0,20.0,108.0,40.6
12528,0,77,158.0,57.0,29.0,108.0,41.0
8979,1,35,180.0,86.0,17.0,101.0,40.4
6558,0,27,171.0,65.0,12.0,100.0,40.3
9035,1,41,198.0,101.0,3.0,75.0,38.7
10606,0,79,153.0,53.0,5.0,87.0,39.2
6760,1,51,173.0,77.0,4.0,78.0,38.8
13496,0,25,168.0,64.0,12.0,88.0,40.0
1864,1,23,179.0,80.0,29.0,101.0,41.0
12792,1,25,179.0,80.0,4.0,89.0,39.1
8074,0,70,174.0,76.0,6.0,88.0,38.7
3820,1,79,196.0,100.0,21.0,93.0,40.4
8757,0,31,158.0,52.0,5.0,89.0,39.2
1145,1,78,179.0,84.0,30.0,110.0,40.8
10252,0,22,157.0,53.0,19.0,100.0,40.5
14550,0,23,154.0,57.0,6.0,74.0,39.2
13351,1,26,197.0,101.0,16.0,93.0,40.5
733,0,29,140.0,40.0,16.0,101.0,40.0
12069,1,26,182.0,80.0,24.0,102.0,40.6
5614,0,44,164.0,61.0,6.0,86.0,39.3
5169,0,34,151.0,56.0,25.0,110.0,40.9
3282,1,52,186.0,93.0,6.0,90.0,39.4
2457,1,31,176.0,80.0,11.0,81.0,39.7
9970,1,27,182.0,79.0,29.0,103.0,41.1
8715,1,42,159.0,69.0,5.0,88.0,39.2
5852,1,53,188.0,86.0,7.0,96.0,39.6
13428,0,47,176.0,77.0,13.0,87.0,40.2
5627,0,22,160.0,60.0,19.0,105.0,40.4
4745,1,70,167.0,76.0,19.0,97.0,40.6
12443,0,20,165.0,66.0,15.0,94.0,40.0
7144,0,26,167.0,61.0,16.0,101.0,39.9
9072,0,46,169.0,73.0,23.0,94.0,40.7
6890,1,62,192.0,89.0,5.0,85.0,39.1
12089,0,22,186.0,77.0,16.0,96.0,40.2
9363,0,31,168.0,62.0,4.0,76.0,38.9
11712,1,29,178.0,81.0,23.0,101.0,40.8
6536,0,38,170.0,69.0,6.0,79.0,39.2
5357,0,24,162.0,61.0,23.0,98.0,40.9
14957,0,38,165.0,62.0,27.0,104.0,40.5
14527,0,57,164.0,66.0,22.0,92.0,40.5
5554,0,25,153.0,52.0,6.0,80.0,39.4
7912,1,39,185.0,86.0,27.0,107.0,40.6
12406,0,31,163.0,60.0,7.0,86.0,39.4
7535,1,65,184.0,87.0,27.0,104.0,40.6
13594,0,44,172.0,69.0,19.0,102.0,40.8
8973,1,26,175.0,78.0,8.0,94.0,39.4
4229,1,66,198.0,96.0,6.0,86.0,39.1
7700,0,41,148.0,49.0,17.0,95.0,40.5
12277,1,66,190.0,89.0,10.0,94.0,39.8
10586,1,60,170.0,71.0,30.0,108.0,40.8
4660,1,73,184.0,90.0,10.0,90.0,39.6
11974,0,42,174.0,67.0,10.0,88.0,39.6
4755,0,35,173.0,67.0,29.0,115.0,41.1
5434,1,26,174.0,80.0,11.0,83.0,39.7
14491,1,78,180.0,88.0,18.0,102.0,40.4
12409,0,40,164.0,62.0,13.0,101.0,40.0
11387,0,64,167.0,62.0,21.0,104.0,40.4
1793,1,21,189.0,90.0,23.0,103.0,40.9
1692,1,48,199.0,103.0,15.0,96.0,40.3
4786,1,50,169.0,74.0,30.0,113.0,40.8
7541,0,27,179.0,72.0,28.0,105.0,40.9
13677,1,24,180.0,82.0,9.0,93.0,39.5
493,0,32,147.0,51.0,4.0,83.0,39.1
12415,1,25,180.0,79.0,4.0,92.0,38.8
157,0,37,148.0,51.0,29.0,108.0,40.6
13886,1,43,179.0,82.0,9.0,90.0,39.9
13121,1,26,195.0,97.0,26.0,102.0,41.0
1463,0,25,157.0,54.0,3.0,76.0,38.4
12455,1,71,185.0,86.0,7.0,82.0,39.4
11077,0,51,152.0,56.0,4.0,86.0,38.5
6148,1,22,187.0,87.0,11.0,96.0,39.8
9520,0,40,157.0,57.0,23.0,104.0,40.7
8759,1,44,190.0,97.0,19.0,104.0,40.1
2287,1,57,171.0,78.0,14.0,85.0,40.0
7530,1,56,190.0,91.0,12.0,86.0,39.9
3351,1,70,186.0,82.0,28.0,102.0,41.0
9846,1,75,179.0,84.0,3.0,88.0,38.7
965,1,50,187.0,81.0,5.0,83.0,39.2
9403,0,27,154.0,56.0,10.0,84.0,39.5
6388,1,27,185.0,79.0,18.0,94.0,40.0
2252,0,41,176.0,71.0,13.0,89.0,39.9
8892,0,39,141.0,50.0,27.0,96.0,40.5
2578,1,38,181.0,81.0,20.0,101.0,40.3
438,1,36,206.0,103.0,5.0,84.0,39.0
4442,0,37,160.0,59.0,9.0,95.0,39.9
8288,1,33,191.0,96.0,6.0,91.0,39.1
1614,1,69,198.0,101.0,23.0,109.0,40.6
4789,1,38,201.0,101.0,8.0,87.0,39.7
10159,1,67,183.0,81.0,29.0,114.0,41.2
9462,1,67,193.0,93.0,7.0,71.0,39.4
10226,0,46,177.0,77.0,21.0,102.0,40.6
12957,0,26,149.0,52.0,21.0,94.0,40.6
13107,1,57,184.0,85.0,14.0,91.0,40.3
467,0,57,149.0,56.0,13.0,91.0,39.9
10079,1,77,171.0,74.0,18.0,103.0,40.8
8624,0,40,162.0,60.0,27.0,109.0,40.4
756,0,46,154.0,57.0,11.0,97.0,40.2
13847,1,64,185.0,88.0,4.0,88.0,39.1
14593,0,32,179.0,76.0,29.0,101.0,41.0
2688,0,48,176.0,74.0,18.0,94.0,40.4
1090,1,76,183.0,85.0,11.0,87.0,40.0
7606,0,20,177.0,70.0,12.0,97.0,39.8
10632,1,20,175.0,71.0,16.0,96.0,40.4
4862,1,27,188.0,84.0,6.0,87.0,39.1
6109,0,40,172.0,64.0,27.0,101.0,40.5
5612,1,20,176.0,78.0,16.0,95.0,40.1
5389,0,20,156.0,56.0,22.0,99.0,40.3
1374,1,62,196.0,93.0,17.0,97.0,40.6
5550,0,30,161.0,63.0,15.0,90.0,40.3
1862,1,55,195.0,102.0,8.0,85.0,39.5
10172,0,38,166.0,65.0,15.0,100.0,40.4
5767,1,45,175.0,78.0,26.0,99.0,40.8
13492,1,52,179.0,87.0,21.0,100.0,40.4
4884,1,26,192.0,90.0,17.0,109.0,40.5
10368,1,22,193.0,88.0,8.0,87.0,39.3
8625,1,28,187.0,95.0,27.0,102.0,40.8
1878,0,23,148.0,47.0,8.0,87.0,39.5
14499,1,29,200.0,106.0,9.0,83.0,39.8
14297,1,42,183.0,77.0,7.0,93.0,39.8
11982,0,25,187.0,78.0,15.0,105.0,40.4
1119,1,22,185.0,80.0,27.0,112.0,40.7
8673,1,38,173.0,77.0,9.0,94.0,39.6
8628,1,38,178.0,81.0,26.0,110.0,40.6
11898,1,70,177.0,86.0,21.0,108.0,40.7
13545,0,44,186.0,86.0,23.0,109.0,40.9
14682,1,62,177.0,78.0,25.0,111.0,40.8
9589,1,56,205.0,108.0,28.0,106.0,40.6
2186,1,20,177.0,77.0,10.0,98.0,39.8
14927,1,28,197.0,98.0,7.0,85.0,39.6
10769,1,59,190.0,92.0,11.0,87.0,39.6
7033,0,55,174.0,69.0,27.0,110.0,40.6
3996,1,78,184.0,86.0,26.0,107.0,40.6
13651,0,32,151.0,54.0,20.0,100.0,40.6
4387,0,27,157.0,54.0,10.0,92.0,40.2
1432,1,22,176.0,71.0,7.0,88.0,39.7
11373,1,56,196.0,101.0,9.0,87.0,39.9
10858,1,22,186.0,82.0,14.0,89.0,40.2
8774,1,60,201.0,102.0,11.0,88.0,39.9
4900,1,41,187.0,88.0,29.0,110.0,40.7
2174,1,26,187.0,82.0,29.0,107.0,40.2
6778,0,21,182.0,79.0,27.0,110.0,40.7
14798,0,60,142.0,52.0,3.0,82.0,38.5
2102,1,77,206.0,106.0,10.0,95.0,40.0
10371,1,64,174.0,82.0,18.0,91.0,40.8
12541,0,39,165.0,61.0,22.0,103.0,40.7
2656,0,21,182.0,77.0,19.0,102.0,40.4
6759,0,50,148.0,55.0,24.0,109.0,40.8
13565,1,32,186.0,88.0,10.0,92.0,39.9
14481,1,40,183.0,81.0,8.0,85.0,40.0
1934,1,58,172.0,77.0,6.0,80.0,39.3
7900,0,22,163.0,60.0,12.0,86.0,39.5
2952,1,70,180.0,77.0,9.0,100.0,40.0
4367,0,22,167.0,64.0,13.0,93.0,39.8
6518,1,52,186.0,92.0,3.0,85.0,38.7
13114,0,44,161.0,65.0,19.0,100.0,40.8
11054,0,34,156.0,56.0,12.0,89.0,40.1
10860,1,54,182.0,92.0,28.0,106.0,40.8
6877,1,45,190.0,94.0,19.0,100.0,40.4
11208,0,28,162.0,66.0,4.0,83.0,38.9
7039,0,34,169.0,65.0,2.0,87.0,37.8
758,1,24,187.0,87.0,5.0,82.0,39.2
5035,0,51,149.0,48.0,28.0,107.0,40.9
3312,1,36,210.0,117.0,4.0,76.0,39.0
829,0,52,148.0,55.0,22.0,105.0,40.5
4504,0,59,149.0,55.0,2.0,77.0,38.3
8198,0,68,159.0,59.0,5.0,87.0,39.4
7068,0,42,163.0,60.0,3.0,83.0,38.5
5350,1,32,188.0,93.0,15.0,103.0,40.1
4450,0,35,155.0,54.0,17.0,101.0,40.4
8327,0,31,163.0,59.0,16.0,90.0,40.5
2447,1,25,173.0,72.0,22.0,93.0,40.5
11720,1,28,195.0,94.0,4.0,83.0,38.8
13639,0,49,165.0,66.0,9.0,82.0,39.6
8066,0,36,160.0,63.0,3.0,78.0,38.3
14687,0,61,165.0,67.0,29.0,104.0,41.1
14167,1,24,163.0,60.0,20.0,96.0,40.3
13206,0,35,154.0,53.0,10.0,90.0,39.6
11239,0,21,175.0,69.0,10.0,98.0,39.7
7047,0,21,154.0,52.0,6.0,81.0,39.2
11090,0,27,160.0,60.0,12.0,92.0,39.9
12610,0,41,165.0,62.0,26.0,113.0,40.8
7247,0,46,155.0,56.0,2.0,72.0,38.4
9390,0,23,172.0,65.0,26.0,107.0,40.7
13264,0,20,172.0,60.0,27.0,101.0,40.7
4708,1,25,210.0,111.0,22.0,104.0,40.6
6730,1,22,187.0,84.0,6.0,78.0,39.4
7195,1,54,186.0,88.0,7.0,92.0,39.7
5195,0,41,162.0,60.0,11.0,82.0,39.8
1459,1,49,202.0,104.0,18.0,101.0,40.7
14727,1,70,193.0,97.0,25.0,109.0,40.9
3441,1,38,188.0,85.0,7.0,75.0,39.4
5872,0,24,162.0,57.0,22.0,104.0,40.7
10165,0,53,160.0,59.0,19.0,100.0,40.3
5653,0,59,144.0,48.0,15.0,101.0,40.1
6794,1,20,173.0,79.0,2.0,78.0,37.9
8201,0,23,161.0,56.0,7.0,85.0,39.7
10158,0,39,177.0,73.0,27.0,105.0,40.8
12437,1,46,175.0,71.0,8.0,98.0,39.7
11377,1,61,186.0,83.0,3.0,83.0,38.8
5762,0,79,165.0,59.0,14.0,100.0,39.8
3827,1,57,195.0,91.0,14.0,92.0,40.0
14843,1,71,191.0,97.0,19.0,93.0,40.6
6515,1,22,188.0,87.0,9.0,86.0,39.9
2673,0,33,167.0,65.0,18.0,98.0,40.6
134,1,46,179.0,84.0,6.0,82.0,39.2
5651,0,32,163.0,60.0,11.0,100.0,39.4
12508,0,29,175.0,72.0,5.0,75.0,39.1
7584,0,71,172.0,71.0,17.0,109.0,40.6
14049,0,51,164.0,67.0,11.0,91.0,40.0
2929,1,24,205.0,99.0,18.0,94.0,40.7
10307,0,36,177.0,73.0,5.0,87.0,39.0
11708,0,74,159.0,62.0,20.0,104.0,40.3
799,1,38,182.0,77.0,21.0,102.0,40.5
10770,1,20,191.0,94.0,22.0,105.0,40.8
8658,1,48,187.0,96.0,8.0,80.0,39.6
11121,1,41,180.0,85.0,4.0,81.0,38.5
427,0,37,178.0,74.0,24.0,104.0,40.8
9412,0,23,179.0,71.0,18.0,102.0,40.6
13387,1,25,179.0,86.0,8.0,81.0,39.4
4925,1,39,175.0,79.0,22.0,99.0,40.5
4015,1,40,184.0,92.0,11.0,95.0,40.0
11216,0,20,168.0,59.0,2.0,85.0,37.9
7306,1,68,175.0,74.0,8.0,81.0,39.4
14016,0,22,178.0,68.0,23.0,100.0,40.8
7918,0,26,166.0,61.0,26.0,99.0,40.8
14476,1,20,186.0,81.0,9.0,92.0,39.7
5425,1,73,192.0,92.0,2.0,68.0,38.2
1255,0,64,174.0,69.0,4.0,88.0,38.7
6066,0,66,171.0,62.0,3.0,80.0,38.6
6422,0,61,177.0,77.0,16.0,91.0,40.1
6810,0,27,168.0,64.0,27.0,110.0,40.8
5768,1,55,199.0,94.0,22.0,98.0,40.5
9015,0,47,169.0,59.0,29.0,102.0,41.1
6087,1,56,177.0,84.0,25.0,103.0,40.5
5766,1,69,176.0,76.0,18.0,104.0,40.3
12829,1,29,187.0,85.0,3.0,82.0,38.2
9803,1,47,197.0,94.0,6.0,89.0,39.1
3131,1,30,188.0,93.0,24.0,105.0,40.8
2318,0,51,152.0,57.0,20.0,93.0,40.6
1926,1,74,200.0,109.0,17.0,99.0,40.1
8314,1,71,175.0,82.0,18.0,89.0,40.4
9228,0,26,163.0,63.0,10.0,89.0,39.3
3037,1,39,185.0,90.0,13.0,100.0,40.0
11376,0,29,179.0,69.0,14.0,92.0,40.4
5440,1,74,189.0,99.0,28.0,104.0,41.0
8886,1,59,195.0,90.0,25.0,93.0,40.8
8674,1,30,178.0,75.0,1.0,77.0,38.2
7501,0,20,177.0,69.0,5.0,88.0,38.8
13917,0,35,179.0,68.0,5.0,85.0,39.2
12960,1,43,195.0,95.0,26.0,106.0,40.7
5437,1,47,185.0,85.0,8.0,97.0,39.9
3694,0,42,156.0,54.0,7.0,86.0,39.3
11193,1,47,182.0,88.0,19.0,99.0,40.4
13024,1,69,174.0,83.0,24.0,108.0,40.8
3746,1,29,165.0,66.0,17.0,92.0,40.4
10814,1,37,171.0,73.0,7.0,90.0,39.2
13131,0,35,164.0,62.0,12.0,92.0,39.6
12180,0,59,166.0,61.0,27.0,105.0,40.5
8537,1,39,187.0,94.0,3.0,84.0,38.6
4851,1,21,171.0,73.0,20.0,91.0,40.7
7810,1,66,206.0,110.0,14.0,95.0,39.7
381,1,56,186.0,93.0,14.0,91.0,40.0
10347,0,67,157.0,56.0,28.0,122.0,40.7
4245,1,31,188.0,90.0,11.0,99.0,40.5
7472,1,28,175.0,74.0,23.0,107.0,40.7
4073,0,54,161.0,60.0,9.0,94.0,39.5
2788,0,22,178.0,80.0,5.0,89.0,39.4
6625,0,24,156.0,58.0,8.0,85.0,39.6
0,1,68,190.0,94.0,29.0,105.0,40.8
9267,0,44,171.0,71.0,30.0,108.0,41.0
7814,0,21,148.0,52.0,15.0,92.0,40.0
3060,0,24,169.0,67.0,23.0,112.0,40.4
8444,1,23,184.0,82.0,17.0,87.0,40.4
2549,1,21,195.0,92.0,19.0,100.0,40.5
12729,1,21,196.0,87.0,9.0,85.0,39.6
9371,0,53,164.0,66.0,3.0,80.0,38.8
11606,0,40,153.0,58.0,15.0,97.0,40.1
11683,0,61,175.0,78.0,12.0,91.0,39.8
12055,0,63,176.0,70.0,5.0,85.0,39.0
3503,0,39,165.0,62.0,28.0,107.0,40.7
7856,0,34,166.0,68.0,14.0,84.0,39.9
5344,0,54,163.0,57.0,26.0,100.0,40.6
5800,1,65,182.0,82.0,7.0,73.0,39.5
5665,0,21,163.0,60.0,11.0,83.0,40.0
316,0,23,169.0,68.0,25.0,114.0,40.9
2314,0,67,155.0,56.0,6.0,82.0,38.7
6733,0,46,167.0,70.0,8.0,85.0,39.5
12692,0,64,163.0,62.0,2.0,90.0,37.8
9253,0,20,173.0,72.0,8.0,79.0,39.5
2018,0,78,152.0,57.0,12.0,83.0,40.0
3316,0,49,153.0,52.0,24.0,104.0,40.7
4441,0,23,156.0,55.0,14.0,86.0,40.3
12212,1,53,173.0,78.0,13.0,96.0,39.9
3980,1,65,179.0,80.0,6.0,91.0,39.5
5156,0,54,153.0,55.0,28.0,111.0,40.7
5863,1,39,194.0,99.0,17.0,95.0,40.2
5118,0,21,165.0,61.0,21.0,92.0,40.8
6874,0,41,173.0,69.0,10.0,91.0,39.7
4265,1,30,181.0,81.0,9.0,97.0,39.8
6220,0,58,159.0,58.0,20.0,101.0,40.7
7139,1,21,180.0,81.0,20.0,97.0,40.4
9863,0,41,159.0,60.0,20.0,108.0,40.5
6176,1,60,184.0,93.0,9.0,91.0,39.7
8854,1,38,186.0,88.0,27.0,102.0,40.9
9666,0,20,163.0,61.0,2.0,86.0,38.4
4301,0,68,158.0,58.0,14.0,85.0,40.2
11818,0,48,147.0,45.0,23.0,100.0,40.8
5163,1,63,211.0,113.0,26.0,109.0,40.7
12458,0,20,152.0,50.0,22.0,102.0,40.8
9535,1,26,180.0,84.0,15.0,92.0,40.3
10685,0,27,157.0,54.0,17.0,96.0,40.2
216,1,26,191.0,86.0,8.0,83.0,39.3
14816,1,31,175.0,79.0,10.0,96.0,39.7
7078,1,40,187.0,93.0,15.0,89.0,40.1
1851,1,49,181.0,84.0,28.0,104.0,40.8
5261,0,36,164.0,61.0,28.0,113.0,41.1
3448,0,35,167.0,63.0,24.0,100.0,40.7
5912,1,62,164.0,64.0,10.0,86.0,40.1
866,1,22,173.0,79.0,29.0,115.0,40.7
8178,0,48,151.0,48.0,21.0,105.0,40.6
43,0,54,171.0,66.0,20.0,98.0,40.1
17,1,46,169.0,67.0,11.0,89.0,40.2
5799,0,23,181.0,74.0,12.0,86.0,40.2
9119,1,28,198.0,101.0,5.0,87.0,39.4
1883,1,57,180.0,87.0,19.0,90.0,40.2
1694,0,73,190.0,91.0,18.0,103.0,40.1
9978,1,47,192.0,94.0,24.0,105.0,40.4
2372,1,77,175.0,79.0,4.0,84.0,38.8
9671,1,73,170.0,77.0,8.0,85.0,39.6
12516,0,72,168.0,66.0,26.0,109.0,41.0
5769,0,40,145.0,53.0,18.0,96.0,40.3
7603,0,24,163.0,59.0,11.0,92.0,39.9
8620,1,51,177.0,74.0,11.0,94.0,40.0
4333,1,29,186.0,87.0,23.0,104.0,40.6
12679,1,41,171.0,73.0,10.0,86.0,40.0
8523,0,31,145.0,52.0,9.0,84.0,39.8
5458,1,34,185.0,79.0,21.0,92.0,40.3
3837,1,25,193.0,99.0,4.0,91.0,38.9
13538,1,20,174.0,69.0,17.0,98.0,40.4
6081,0,31,166.0,69.0,8.0,78.0,39.8
14217,1,38,172.0,73.0,10.0,91.0,40.1
14844,0,52,159.0,62.0,23.0,99.0,40.4
6551,0,56,143.0,48.0,10.0,98.0,39.7
7881,0,23,183.0,75.0,9.0,85.0,39.9
9205,0,62,171.0,71.0,9.0,90.0,39.6
6442,1,20,176.0,79.0,26.0,103.0,40.8
13959,0,27,185.0,76.0,16.0,99.0,40.6
9406,0,61,156.0,55.0,8.0,91.0,39.7
10317,0,46,161.0,65.0,7.0,85.0,39.7
3305,1,51,178.0,85.0,11.0,90.0,40.0
259,1,24,183.0,80.0,27.0,116.0,40.6
10338,0,60,170.0,65.0,7.0,88.0,39.6
443,1,75,172.0,74.0,10.0,98.0,39.7
12414,1,71,196.0,99.0,15.0,87.0,40.0
11656,1,51,196.0,100.0,4.0,77.0,38.8
7220,1,35,175.0,79.0,10.0,81.0,40.0
532,1,62,195.0,99.0,18.0,97.0,40.3
14494,0,22,164.0,64.0,18.0,91.0,40.5
7745,1,45,192.0,93.0,18.0,109.0,40.5
5635,0,30,159.0,60.0,15.0,99.0,40.5
12123,0,23,162.0,61.0,15.0,102.0,40.2
9669,0,35,163.0,61.0,27.0,113.0,40.7
14516,1,42,190.0,93.0,19.0,105.0,40.5
12760,0,27,167.0,68.0,1.0,85.0,37.7
8889,0,27,165.0,59.0,20.0,96.0,40.3
13770,0,44,173.0,71.0,25.0,103.0,40.5
430,0,26,169.0,62.0,9.0,80.0,40.2
11444,1,27,185.0,88.0,14.0,103.0,40.0
4991,1,79,176.0,82.0,13.0,96.0,40.3
2328,1,54,166.0,76.0,2.0,83.0,38.3
5431,1,27,168.0,71.0,15.0,96.0,40.1
6145,1,38,169.0,74.0,12.0,91.0,40.3
7222,0,40,150.0,49.0,22.0,92.0,40.2
577,0,26,175.0,66.0,4.0,80.0,39.1
13945,0,21,180.0,67.0,19.0,100.0,40.3
8115,1,27,184.0,87.0,8.0,93.0,39.9
684,1,51,198.0,94.0,17.0,87.0,40.1
5828,0,54,158.0,63.0,23.0,101.0,40.7
7794,0,68,165.0,68.0,19.0,91.0,40.4
7731,1,20,193.0,87.0,29.0,109.0,40.9
6363,0,43,162.0,59.0,9.0,90.0,39.7
3785,0,70,158.0,65.0,28.0,98.0,40.9
10884,1,73,169.0,71.0,26.0,104.0,40.6
1698,1,36,195.0,100.0,4.0,77.0,39.0
761,1,65,172.0,80.0,14.0,96.0,39.9
11379,0,38,179.0,79.0,29.0,114.0,40.7
11926,1,24,181.0,86.0,9.0,75.0,39.8
796,1,38,177.0,77.0,26.0,113.0,41.1
10251,1,37,169.0,69.0,23.0,93.0,40.6
5847,1,58,176.0,81.0,23.0,98.0,40.4
11952,0,21,169.0,62.0,16.0,88.0,40.0
6913,1,35,190.0,92.0,27.0,112.0,40.5
11669,1,56,187.0,91.0,17.0,92.0,40.4
13946,0,73,174.0,72.0,28.0,113.0,41.2
12506,1,26,182.0,86.0,26.0,102.0,40.7
12279,1,40,184.0,89.0,2.0,82.0,38.0
8965,1,24,194.0,87.0,12.0,89.0,40.2
2546,0,55,149.0,52.0,14.0,92.0,40.1
11086,0,39,156.0,53.0,3.0,77.0,38.6
1941,0,20,155.0,51.0,11.0,86.0,39.9
9232,1,48,180.0,83.0,16.0,94.0,40.0
13616,1,36,200.0,105.0,21.0,94.0,40.5
7341,1,69,193.0,99.0,7.0,90.0,39.4
10997,0,25,172.0,66.0,5.0,88.0,39.4
4256,1,23,185.0,88.0,8.0,91.0,39.6
3068,1,50,191.0,96.0,20.0,90.0,40.6
13050,0,38,170.0,59.0,26.0,115.0,40.8
14225,0,34,181.0,74.0,25.0,112.0,40.7
1654,0,36,157.0,54.0,26.0,105.0,40.6
7198,1,64,162.0,67.0,20.0,104.0,40.2
4338,0,21,158.0,58.0,11.0,88.0,40.0
9952,0,26,156.0,55.0,9.0,89.0,40.1
11336,1,45,186.0,84.0,7.0,78.0,39.4
591,1,22,171.0,77.0,2.0,81.0,38.6
14367,0,34,168.0,69.0,16.0,96.0,40.3
13393,0,57,160.0,62.0,22.0,103.0,40.3
7076,1,46,194.0,97.0,23.0,105.0,40.9
1041,1,25,205.0,110.0,22.0,96.0,40.8
12427,1,24,165.0,68.0,12.0,82.0,39.8
2392,0,63,168.0,65.0,19.0,96.0,40.3
2517,0,30,154.0,56.0,11.0,90.0,40.1
2221,1,33,178.0,82.0,30.0,108.0,41.1
12104,1,30,187.0,85.0,13.0,94.0,40.5
11301,0,25,148.0,44.0,29.0,110.0,40.7
13230,0,31,175.0,66.0,1.0,79.0,37.4
3877,1,58,181.0,82.0,25.0,104.0,41.0
13949,1,62,195.0,102.0,17.0,92.0,40.0
7281,0,33,156.0,58.0,18.0,98.0,40.5
4398,0,61,175.0,78.0,8.0,82.0,39.4
12188,0,52,174.0,73.0,23.0,107.0,40.3
9571,1,46,189.0,91.0,7.0,77.0,39.6
7772,1,26,184.0,83.0,10.0,84.0,39.7
9941,1,42,176.0,82.0,30.0,110.0,40.8
